,sax_X_std,sax_Y_std,sax_a,sax_s,sax_o,sax_dir,qbSneak,time,week,norm_o,o_minus_dir,quarter,down,yardsToGo,yardlineSide,yardlineNumber,preSnapHomeScore,preSnapVisitorScore,absoluteYardlineNumber,preSnapHomeTeamWinProbability,expectedPoints,weight,position,age,time_diff,distance,height_inches,possessionTeam_ATL,possessionTeam_CAR,possessionTeam_NO,possessionTeam_TB,defensiveTeam_ATL,defensiveTeam_CAR,defensiveTeam_CIN,defensiveTeam_CLE,defensiveTeam_LA,defensiveTeam_LAC,defensiveTeam_NO,defensiveTeam_NYG,defensiveTeam_SEA,defensiveTeam_SF,defensiveTeam_TB,offenseFormation_EMPTY,offenseFormation_I_FORM,offenseFormation_JUMBO,offenseFormation_PISTOL,offenseFormation_SHOTGUN,offenseFormation_SINGLEBACK,offenseFormation_WILDCAT,receiverAlignment_1x1,receiverAlignment_2x0,receiverAlignment_2x1,receiverAlignment_2x2,receiverAlignment_3x1,receiverAlignment_3x2,receiverAlignment_4x1,pff_defensiveCoverageAssignment_2L,pff_defensiveCoverageAssignment_3L,pff_defensiveCoverageAssignment_3M,pff_defensiveCoverageAssignment_3R,pff_defensiveCoverageAssignment_4IL,pff_defensiveCoverageAssignment_4IR,pff_defensiveCoverageAssignment_4OR,pff_defensiveCoverageAssignment_CFL,pff_defensiveCoverageAssignment_CFR,pff_defensiveCoverageAssignment_DF,pff_defensiveCoverageAssignment_FL,pff_defensiveCoverageAssignment_FR,pff_defensiveCoverageAssignment_HCL,pff_defensiveCoverageAssignment_HCR,pff_defensiveCoverageAssignment_HOL,pff_defensiveCoverageAssignment_MAN,pff_defensiveCoverageAssignment_PRE,playOutcome,gameClock_min,gameClock_sec
1757,abdegmliig,ahnkmbdeei,onljegdaai,jmlhhfdaad,abnmkiheed,deiagjlonb,,-0.8887096539975201,-0.88394801252317,59.46,171.92999999999998,-1.3396605714005956,-0.993407559020739,0.4151395187057281,TB,17,-1.1722057584778314,-0.9114526062971643,27,-0.1928726594070692,1.7304181597833306,0.8428543086500748,G,0.11841306675275914,-0.003332881631544779,-0.9044997794008948,1.611388062894771,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,FLAT,0.6983584568172,-0.21361522359288543
1758,abdnelnjig,abdmnkigei,dnjligebao,donlijebag,aobniljged,iljbgnoade,,-0.8886838028129338,-0.88394801252317,48.92,156.61,-1.3396605714005956,0.25639601847211035,0.4151395187057281,TB,17,-1.1722057584778314,-0.9114526062971643,27,-0.24437211960353894,1.4872798799862825,0.8428543086500748,G,0.11841306675275914,-0.003332881631544779,-0.9044997794010183,1.611388062894771,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,None,0.4775974951402131,0.989542479286363
1759,abdonjlige,abdlhkhddg,anikheedam,aonljiedag,abdonlejig,iljganobde,,-0.8886583513889339,-0.88394801252317,60.4,110.86,-1.3396605714005956,1.5061995959649597,-0.8984128942801555,TB,12,-1.1722057584778314,-0.9114526062971643,22,-0.26487010768180735,1.2746974111091347,0.8428543086500748,G,0.11841306675275914,-0.003332881631544779,-0.6872158394120573,1.611388062894771,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,POST,0.4775974951402131,-1.0730135827923486
1760,abgdeilllj,amhljddgdb,akjfecaaah,ajifecaaaf,anmkdbeggi,egodnljiba,0.0,-0.8881435930071976,-0.88394801252317,70.29,142.89999999999998,-1.3396605714005956,-0.993407559020739,0.4151395187057281,NO,25,-0.8730950988565604,-0.9114526062971643,85,-0.1657058739096048,-0.5227242115798097,0.8428543086500748,G,0.11841306675275914,-0.003332881631544779,-1.121783719389933,1.611388062894771,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,None,-0.6262073132447215,-0.44278811937940893
1761,abdiegljjj,abdglonjie,onjlgedaai,gonlijdaae,aibonledgj,ijgbdelnoa,0.0,-0.8881171421817317,-0.88394801252317,44.92,190.42,-1.3396605714005956,0.25639601847211035,-0.37299192908580203,NO,28,-0.8730950988565604,-0.9114526062971643,82,-0.19316027993243903,-0.8209555685166656,0.8428543086500748,G,0.11841306675275914,-0.003332881631544779,-0.9044997794009719,1.611388062894771,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,None,-0.8469682749217085,0.8749560313931012
1762,abnmjijged,aboinjlged,kjhfecaaaa,ekjhfcaaaa,abolnjdieg,nlogjeiabd,,-0.8880902915956794,-0.88394801252317,63.48,175.13000000000002,-1.3396605714005956,1.5061995959649597,-0.8984128942801555,NO,30,-0.8730950988565604,-0.9114526062971643,80,-0.31061649136240177,-1.181637633804888,0.8428543086500748,G,0.11841306675275914,-0.003332881631544779,-0.9044997794009875,1.611388062894771,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,None,-0.8469682749217085,-1.6459458222586574
1763,abdegijlnn,abdnmkiehe,onljgedaai,mnkihedaae,oabnljideg,gdeaonljib,0.0,-0.8880207332536483,-0.88394801252317,53.76999999999998,-63.30000000000001,-1.3396605714005956,-0.993407559020739,0.4151395187057281,NO,37,-0.8730950988565604,-0.9114526062971643,73,-0.09989327953504813,-0.10572743477523057,0.8428543086500748,G,0.11841306675275914,-0.003332881631544779,-0.3383553324247567,1.611388062894771,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Rush,-1.0677292365986955,0.7603695834998395
1764,abdgiejlno,abdonljgei,akjfecaaah,akjhecaaaf,aojnlgideb,eiganboljd,0.0,-0.8879976803931667,-0.88394801252317,65.68,148.64,-1.3396605714005956,0.25639601847211035,-0.37299192908580203,NO,40,-0.8730950988565604,-0.9114526062971643,70,-0.1087426023558485,-0.25357549307311505,0.8428543086500748,G,0.11841306675275914,-0.003332881631544779,-0.984361289521812,1.611388062894771,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Rush,-1.0677292365986955,-1.3021864785788722
1765,abdjenolig,ajonldbegi,amljgecaah,amljhgeaac,aolnjidebg,dgienljoab,0.0,-0.8879690308844758,-0.88394801252317,50.69,155.85,-1.3396605714005956,1.5061995959649597,-1.423833859474509,NO,44,-0.8730950988565604,-0.9114526062971643,66,-0.11871756108369541,-0.44565127635550433,0.8428543086500748,G,0.11841306675275914,-0.003332881631544779,-1.024611387343121,1.611388062894771,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,None,-1.2884901982756822,-0.21361522359288543
1766,abdegijlno,abjmlhdddg,mjlhgecaaa,lmjghecaaa,obnljigead,bdeonjliga,0.0,-0.887420026345839,-0.88394801252317,113.61,-45.36,-0.47210221610607156,-0.993407559020739,0.4151395187057281,NO,9,-0.8730950988565604,-0.9114526062971643,19,-0.29545495750693906,-1.1016244520905625,0.8428543086500748,G,0.11841306675275914,-0.003332881631544779,-0.32048014155629345,1.611388062894771,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Rush,1.1398803801711739,-0.9584271348990868
1767,aboginljed,ahnkmidbdf,onlidgebaj,mnkidheaae,obnledagij,abdoegijln,,-0.8873950413091899,-0.88394801252317,116.96,-48.27999999999999,-0.47210221610607156,0.25639601847211035,0.1524290361085514,NO,10,-0.8730950988565604,-0.9114526062971643,20,-0.33147619001300677,-1.429197820446556,0.8428543086500748,G,0.11841306675275914,-0.003332881631544779,-0.6872158394119956,1.611388062894771,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,SCREEN,0.919119418494187,0.5884899116599468
1768,abdjigeeee,abmljhhede,kjhfecaaaa,fkjhecaaaa,ognljieadb,abdnjilgeo,,-0.8873666583075565,-0.88394801252317,173.25,-101.57,-0.47210221610607156,1.5061995959649597,-0.6357024116829788,NO,13,-0.8730950988565604,-0.9114526062971643,23,-0.3981258211445081,-1.7831674605657568,0.8428543086500748,G,0.11841306675275914,-0.003332881631544779,-0.6263001021016434,1.611388062894771,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,POST,0.6983584568172,1.505181494806041
1769,abdeigjnll,abnmkhdiee,amnkheidae,alkhiegcaa,oabgdenlij,adegijbonl,,-0.8869880184054846,-0.88394801252317,144.86,-126.36,-0.47210221610607156,-0.993407559020739,0.4151395187057281,NO,7,-0.8730950988565604,-0.9114526062971643,17,-0.27384852741437804,-1.1862974965759043,0.8428543086500748,G,0.11841306675275914,-0.003332881631544779,-0.9044997794009566,1.611388062894771,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,None,0.25683653346322616,-0.5000813433260398
1770,abeedhnikm,abnoljigde,mnkiddafbh,jonligbeda,oagnjebdil,daboijgnel,,-0.8869615675800188,-0.88394801252317,139.23,-67.21999999999998,-0.47210221610607156,0.25639601847211035,0.4151395187057281,NO,7,-0.8730950988565604,-0.9114526062971643,17,-0.31398888653618573,-1.497965487444967,0.8428543086500748,G,0.11841306675275914,-0.003332881631544779,-0.8144978245716703,1.611388062894771,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,IN,0.25683653346322616,-0.843840687005825
1771,abkjhfddff,abmljddfhh,hmljgecaaa,kjfhecaaaa,baimkkhfdd,dbnegijlao,,-0.8869347836207309,-0.88394801252317,79.07,-3.549999999999997,-0.47210221610607156,1.5061995959649597,0.4151395187057281,NO,7,-0.8730950988565604,-0.9114526062971643,17,-0.38327932289874966,-1.8795400393917079,0.8428543086500748,G,0.11841306675275914,-0.003332881631544779,-0.013848669395833214,1.611388062894771,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,HITCH,0.25683653346322616,-1.0730135827923486
1772,abedgmkkii,abmnkbihfd,akjhfcaaae,ajiegdaaaa,oanlbjideg,abenjgilod,0.0,-0.8869067337529195,-0.88394801252317,149.8,-195.45,-0.47210221610607156,-0.993407559020739,0.4151395187057281,NO,20,-0.8730950988565604,-0.9114526062971643,30,-0.11923874671033084,-0.6855101724913423,0.8428543086500748,G,0.11841306675275914,-0.003332881631544779,-1.024611387343052,1.611388062894771,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,None,0.03607557178623926,-0.09902877569962368
1773,abnmekiigd,aionljgedb,nlojgedaai,nmkihfdaad,idogabejnl,badolegijn,,-0.8868367090235375,-0.88394801252317,87.14,-5.209999999999994,-0.47210221610607156,0.25639601847211035,1.465981449094435,NO,16,-0.8730950988565604,-0.9114526062971643,26,-0.3186483635127832,-1.668326868161876,0.8428543086500748,G,0.11841306675275914,-0.003332881631544779,0.08017164736053878,1.611388062894771,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,HITCH,-0.18468538989074768,-0.09902877569962368
1774,abdnmkigge,abgjiedeee,jlmhecaaag,kligfcaaac,mabnkhddfi,dbaojegiln,,-0.8867773445764593,-0.88394801252317,101.85,-20.69,-0.47210221610607156,1.5061995959649597,-0.8984128942801555,NO,25,-0.8730950988565604,-0.9114526062971643,35,-0.22593955978548894,-1.1868494237046354,0.8428543086500748,G,0.11841306675275914,-0.003332881631544779,-0.24185082793459306,1.611388062894771,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,FLAT,-0.40544635156773456,-0.0417355517529928
1775,abgdeijnmj,aonljgbedi,jloigedaan,mljhecaaag,oinljebgda,bdlngjieoa,,-0.8867490282015903,-0.88394801252317,134.2,-74.41999999999999,-0.47210221610607156,-0.993407559020739,0.4151395187057281,NO,33,-0.8730950988565604,-0.9114526062971643,43,-0.08563520658981198,-0.37394911010715925,0.8428543086500748,G,0.11841306675275914,-0.003332881631544779,0.01558926684342757,1.611388062894771,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,FLAT,-0.6262073132447215,1.1041289271796249
1776,abdegionlj,abdnkmigge,njolgidaae,jmlhgecaaa,obanjliegd,aebndgiljo,0.0,-0.8867164477137998,-0.88394801252317,171.5,-158.4,-0.47210221610607156,0.25639601847211035,0.4151395187057281,NO,33,-0.8730950988565604,-0.9114526062971643,43,-0.11516576496882185,-0.6746683290064502,0.8428543086500748,G,0.11841306675275914,-0.003332881631544779,-0.5551765257147595,1.611388062894771,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Rush,-0.6262073132447215,0.6457831356065777
1777,abmedgigkk,abknmihddf,likgccaaaf,lmjhgeaaac,lagkifbbbd,abondgijel,,-0.8866915959306795,-0.88394801252317,139.82,-71.1,-0.47210221610607156,1.5061995959649597,-1.1611233768773321,NO,39,-0.8730950988565604,-0.9114526062971643,49,-0.12398714261689334,-0.8556525743244529,0.8428543086500748,G,0.11841306675275914,-0.003332881631544779,-0.1999260349351601,1.611388062894771,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,POST,-0.8469682749217085,1.7343543905925645
1778,ablonjdgie,abonlidegj,glmhecaaaj,noljedagai,ndolbaeigj,bgenijldao,,-0.8862577224409219,-0.88394801252317,97.49,-34.17999999999999,-0.47210221610607156,-0.993407559020739,0.4151395187057281,NO,31,-0.8730950988565604,-0.9114526062971643,41,-0.07587371038031973,-0.3347537717731311,0.8428543086500748,G,0.11841306675275914,-0.003332881631544779,-0.2526479594340272,1.611388062894771,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,OUT,-1.2884901982756822,0.8176628074464704
1779,abmdlgiige,ajlmdhffbb,hkjecaaaaf,kjfheaaaac,oanbdjegli,bageiljdno,,-0.8862342031930895,-0.88394801252317,120.78,-49.46000000000001,-0.47210221610607156,0.25639601847211035,-0.37299192908580203,NO,34,-0.8730950988565604,-0.9114526062971643,44,-0.0688230998058823,-0.5305578462867768,0.8428543086500748,G,0.11841306675275914,-0.003332881631544779,0.10735985988318861,1.611388062894771,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,SLANT,-1.2884901982756822,0.531196687713316
1780,abdonljeig,abdenmkggi,anljigedao,aonjgiedal,onalgedjib,bdaengiljo,,-0.8862053538041054,-0.88394801252317,146.91,-83.28999999999999,-0.47210221610607156,1.5061995959649597,-0.8984128942801555,NO,36,-0.8730950988565604,-0.9114526062971643,46,-0.10464988501570004,-0.7228785645910881,0.8428543086500748,G,0.11841306675275914,-0.003332881631544779,-1.0246113873430864,1.611388062894771,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,IN,-1.2884901982756822,0.24473056798016157
1781,abdhlkhehe,abdnkmheei,glojniedaa,gmljhecaaa,olabnjigde,bigejlnoda,,-0.8861573159069747,-0.88394801252317,174.57,-133.97,-0.47210221610607156,-0.993407559020739,0.4151395187057281,TB,45,-0.8730950988565604,-0.9114526062971643,65,0.13709004916516535,0.5802828575748706,0.8428543086500748,G,0.11841306675275914,-0.003332881631544779,-0.5984946966239256,1.611388062894771,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,OUT,-1.2884901982756822,-0.09902877569962368
1782,abdonljige,abjloniegd,anmhdkfdbi,aonleijgbd,onegdbailj,bdaoilgejn,,-0.8861338632859067,-0.88394801252317,165.73,-128.39,-0.47210221610607156,0.25639601847211035,-1.1611233768773321,TB,39,-0.8730950988565604,-0.9114526062971643,71,0.13960186622053664,0.6245826928457794,0.8428543086500748,G,0.11841306675275914,-0.003332881631544779,-1.0246113873430174,1.611388062894771,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,GO,-1.2884901982756822,-0.44278811937940893
1783,abendjigll,abdillnjge,akjefcaaah,akjhfcaaae,ogbnljaedi,dgenobajil,,-0.8861063464322104,-0.88394801252317,152.16,-94.15,-0.47210221610607156,1.5061995959649597,-1.1611233768773321,TB,39,-0.8730950988565604,-0.9114526062971643,71,0.055183277979270924,0.27824671644725796,0.8428543086500748,G,0.11841306675275914,-0.003332881631544779,-1.0246113873431555,1.611388062894771,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,SLANT,-1.2884901982756822,-0.6719610151659324
1784,abdegijoln,agjnolibde,aonjidgeal,anikhdmfad,anoljigedb,ejaginodbl,0.0,-0.8849701602189373,-0.88394801252317,89.36,142.18,0.39545613918845246,-0.993407559020739,0.4151395187057281,NO,16,-0.8730950988565604,-0.9114526062971643,94,-0.11840987875144086,-0.9553152199142136,0.8428543086500748,G,0.11841306675275914,-0.003332881631544779,-1.121783719389933,1.611388062894771,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Rush,0.6983584568172,1.1041289271796249
1785,abdgeionlj,adibnmkgeg,alkigeecaa,amljhegcaa,aolnjigebd,bigedjlnoa,,-0.8849454416893457,-0.88394801252317,55.46,155.56,0.39545613918845246,0.25639601847211035,0.4151395187057281,NO,16,-0.8730950988565604,-0.9114526062971643,94,-0.18496640461387806,-1.3224966066869346,0.8428543086500748,G,0.11841306675275914,-0.003332881631544779,-0.9843612895219341,1.611388062894771,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ANGLE,0.6983584568172,-0.9584271348990868
1786,abdmnkeihe,abodjinegl,akjhfecaaa,akjhfecaaa,alonjigedb,lnojgedabi,,-0.8849169920609479,-0.88394801252317,13.61,219.98,0.39545613918845246,1.5061995959649597,0.4151395187057281,NO,16,-0.8730950988565604,-0.9114526062971643,94,-0.32121380104793446,-1.8655100189866298,0.8428543086500748,G,0.11841306675275914,-0.003332881631544779,-0.9843612895218243,1.611388062894771,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,GO,0.6983584568172,-1.359479702525503
1787,abdgeijjjj,alonjiegdb,amljegcaah,alkigfcaac,aolnjibdeg,dgebinljoa,,-0.8842689135236519,-0.88394801252317,60.18,176.20999999999998,0.39545613918845246,-0.993407559020739,0.4151395187057281,NO,25,-0.8730950988565604,-0.5766999321420397,85,-0.48461534241008,-0.4808743830991542,0.8428543086500748,G,0.11841306675275914,-0.003332881631544779,-1.024611387343121,1.611388062894771,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,FLAT,-0.18468538989074768,0.8749560313931012
1788,abdegjijjj,abmndegijj,akjefcaaah,akjhfeaaac,aogebdijnl,gidaonljeb,0.0,-0.8842361997823327,-0.88394801252317,77.57,175.4,0.39545613918845246,-0.993407559020739,0.4151395187057281,NO,36,-0.8730950988565604,-0.5766999321420397,74,-0.42181657239130715,-0.041606354285634146,0.8428543086500748,G,0.11841306675275914,-0.003332881631544779,-0.9843612895218609,1.611388062894771,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,None,-0.18468538989074768,-1.5313593743653957
1789,abdegiojnl,abdmljehhe,nljodgibae,knmifhbdab,aobjignedl,iljgnobdea,,-0.8842075502736416,-0.88394801252317,64.7,177.89999999999998,0.39545613918845246,0.25639601847211035,-0.37299192908580203,NO,39,-0.8730950988565604,-0.5766999321420397,71,-0.4290105650801133,-0.22332678101089484,0.8428543086500748,G,0.11841306675275914,-0.003332881631544779,-0.2915429504402839,1.611388062894771,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,None,-0.40544635156773456,-0.5000813433260398
1790,abdiegjlno,abjlmhgddd,aklgcfcaai,amljegcaah,anmikhbfdd,egibaonljd,0.0,-0.8841786342578931,-0.88394801252317,55.8,193.89,0.39545613918845246,1.5061995959649597,-1.9492548246688624,NO,45,-0.8730950988565604,-0.5766999321420397,65,-0.35966347721952313,0.11080735420715661,0.8428543086500748,G,0.11841306675275914,-0.003332881631544779,-1.0246113873430864,1.611388062894771,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Rush,-0.6262073132447215,0.41661023982005424
1791,abdeknmihe,aiinmgdbek,lonigedaaj,elkgecaaai,ajonligebd,egiojlnabd,,-0.8841535159677152,-0.88394801252317,20.29,243.77,0.39545613918845246,-0.993407559020739,0.4151395187057281,TB,43,-0.8730950988565604,-0.5766999321420397,53,-0.20463816158321302,0.6749068803834333,0.8428543086500748,G,0.11841306675275914,-0.003332881631544779,-0.9274390552961709,1.611388062894771,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,FLAT,-0.8469682749217085,1.6197679426993026
1792,abdegijlll,goinljdeba,onjigedaal,nolijedaag,algojbendi,abgdnejilo,0.0,-0.884100880823841,-0.88394801252317,1.09,245.86,0.39545613918845246,-0.993407559020739,0.4151395187057281,TB,32,-0.8730950988565604,-0.5766999321420397,42,-0.08071658434896802,1.1704643752310049,0.8428543086500748,G,0.11841306675275914,-0.003332881631544779,-0.29154295044040107,1.611388062894771,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,None,-1.0677292365986955,0.9322492553397321
1793,abdnigemjj,amnkdhbeie,akhfecaaaj,ajigdaaaae,angblidoej,ilgnbdajeo,0.0,-0.8840763621745427,-0.88394801252317,51.96,190.0,0.39545613918845246,0.25639601847211035,-1.6865443420716857,TB,24,-0.8730950988565604,-0.5766999321420397,34,0.03273740534397931,1.4946877268799668,0.8428543086500748,G,0.11841306675275914,-0.003332881631544779,-1.0246113873431555,1.611388062894771,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,None,-1.0677292365986955,-1.4167729264721338
1794,abidegiiii,abnmdikhee,kfjceaaaah,ijgecaaaac,abdnmjjgie,bdgenjiola,0.0,-0.8840481790532024,-0.88394801252317,45.37,179.0,0.39545613918845246,-0.993407559020739,0.4151395187057281,TB,20,-0.8730950988565604,-0.5766999321420397,30,0.03624483713793831,1.5915594470454362,0.8428543086500748,G,0.11841306675275914,-0.003332881631544779,-0.7714238936386152,1.611388062894771,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Rush,-1.2884901982756822,-0.5573745672726707
1795,abfdiiihkd,aeongjlidb,ekfcaaaahj,ekfcaaaajh,oenjigbadl,abojigdnel,0.0,-0.8833119533066084,-0.88394801252317,167.12,-125.54,1.2630144944829764,-0.993407559020739,0.4151395187057281,NO,45,-0.8730950988565604,-0.5766999321420397,55,-0.25502113329542336,0.17574771360886524,0.8428543086500748,G,0.11841306675275914,-0.003332881631544779,-0.5984946966239897,1.611388062894771,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,None,1.1398803801711739,0.7603695834998395
1796,abdegijoln,abhmljgddd,onljgdebai,knmiedhbae,oabndljegi,dbaeoglijn,,-0.8832785066708807,-0.88394801252317,170.64,-120.45000000000002,1.2630144944829764,0.25639601847211035,-0.11028144648862533,NO,47,-0.8730950988565604,-0.5766999321420397,57,-0.3307065288500389,-0.09813593991961815,0.8428543086500748,G,0.11841306675275914,-0.003332881631544779,-0.291542950440296,1.611388062894771,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,None,0.919119418494187,1.6770611666459334
1797,abdgenjimj,abinmkhdee,gnoliedaaj,jmlhegcaaa,oelnjibadg,dabnleijgo,,-0.8827279697166629,-0.88394801252317,120.72,-42.59,1.2630144944829764,-0.993407559020739,0.4151395187057281,NO,33,-0.8730950988565604,0.2043896408865842,43,-1.5168317059276482,-0.2656287459031554,0.8428543086500748,G,0.11841306675275914,-0.003332881631544779,-0.5984946966239449,1.611388062894771,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,HITCH,0.03607557178623926,0.35931701587342335
